Date(UTC),UnixTimeStamp,Value,Value (Wei),DateTime,Average Txn Fee (USD),Average Txn Fee Per(MATIC),GasPriceValue (USD),AvgTotalAmountGasFee
2023-10-30,1698624000,2330574,132521780871.0,2023-10-30 00:00:00Z,0.01,0,7.566391922097257,7.576391922097256
2023-10-31,1698710400,2488509,141254644634.0,2023-10-31 00:00:00Z,0.01,0,8.064998788069419,8.074998788069419
2023-11-01,1698796800,2621386,165332592628.0,2023-11-01 00:00:00Z,0.01,0,9.439740283430254,9.449740283430254
2023-11-02,1698883200,2692789,156585673069.0,2023-11-02 00:00:00Z,0.01,0,8.940330895332188,8.950330895332188
2023-11-03,1698969600,2364148,147773681205.0,2023-11-03 00:00:00Z,0.01,0,8.437206174104215,8.447206174104215
2023-11-04,1699056000,2189368,115821740971.0,2023-11-04 00:00:00Z,0.01,0,6.612895476701137,6.622895476701137
2023-11-05,1699142400,2208786,122060182504.0,2023-11-05 00:00:00Z,0.01,0,6.9690821602148105,6.97908216021481
2023-11-06,1699228800,2454958,177069145882.0,2023-11-06 00:00:00Z,0.01,0,10.109844179941977,10.119844179941976
2023-11-07,1699315200,2425689,253027306071.0,2023-11-07 00:00:00Z,0.01,0,14.446710209767481,14.456710209767481
2023-11-08,1699401600,2311451,285734754056.0,2023-11-08 00:00:00Z,0.02,0,16.314156969081868,16.334156969081867
2023-11-09,1699488000,2466033,380143526737.0,2023-11-09 00:00:00Z,0.02,0,21.704469190164865,21.724469190164864
2023-11-10,1699574400,2274095,312605027828.0,2023-11-10 00:00:00Z,0.02,0,17.84832758674743,17.86832758674743
2023-11-11,1699660800,2351770,174444973732.0,2023-11-11 00:00:00Z,0.01,0,9.960015866230433,9.970015866230433
2023-11-12,1699747200,2508647,158455998388.0,2023-11-12 00:00:00Z,0.02,0,9.047117978122385,9.067117978122385
2023-11-13,1699833600,2859740,201135342632.0,2023-11-13 00:00:00Z,0.02,0,11.483914732631414,11.503914732631413
2023-11-14,1699920000,2892351,254462450695.0,2023-11-14 00:00:00Z,0.03,0,14.528650450976926,14.558650450976925
2023-11-15,1700006400,6171964,251904543805.0,2023-11-15 00:00:00Z,0.01,0,14.382605582708722,14.392605582708722
2023-11-16,1700092800,16449264,2033238298461.0,2023-11-16 00:00:00Z,0.01,0,116.08867414896515,116.09867414896516
2023-11-17,1700179200,7473473,1024757036937.0,2023-11-17 00:00:00Z,0.01,0,58.50897350934406,58.51897350934406
2023-11-18,1700265600,3242239,88971803443.0,2023-11-18 00:00:00Z,0.01,0,5.07988596622351,5.08988596622351
2023-11-19,1700352000,3709501,80812956718.0,2023-11-19 00:00:00Z,0.01,0,4.614052866578085,4.624052866578085
2023-11-20,1700438400,3298554,106155543689.0,2023-11-20 00:00:00Z,0.01,0,6.060999504950518,6.070999504950517
2023-11-21,1700524800,2750052,128761207714.0,2023-11-21 00:00:00Z,0.01,0,7.351680271147754,7.361680271147754
2023-11-22,1700611200,2694721,144291683043.0,2023-11-22 00:00:00Z,0.02,0,8.238399890393312,8.258399890393312
2023-11-23,1700697600,7871228,271096866013.0,2023-11-23 00:00:00Z,0.0,0,15.478400030734262,15.478400030734262
2023-11-24,1700784000,16229568,663033311959.0,2023-11-24 00:00:00Z,0.0,0,37.85619135749026,37.85619135749026
2023-11-25,1700870400,5114850,228870258928.0,2023-11-25 00:00:00Z,0.01,0,13.06745251217857,13.077452512178569
2023-11-26,1700956800,7027954,165655367177.0,2023-11-26 00:00:00Z,0.0,0,9.458169244497338,9.458169244497338
2023-11-27,1701043200,8224510,82495598419.0,2023-11-27 00:00:00Z,0.0,0,4.710124067029455,4.710124067029455
2023-11-28,1701129600,10702945,125771002432.0,2023-11-28 00:00:00Z,0.0,0,7.180953127711906,7.180953127711906
2023-11-29,1701216000,11433069,174911100471.0,2023-11-29 00:00:00Z,0.0,0,9.986629586401282,9.986629586401282
2023-11-30,1701302400,15068285,435316296623.0,2023-11-30 00:00:00Z,0.0,0,24.854583817672975,24.854583817672975
2023-12-01,1701388800,5335008,239643639142.0,2023-12-01 00:00:00Z,0.01,0,13.68256360176045,13.69256360176045
2023-12-02,1701475200,4745575,65950960305.0,2023-12-02 00:00:00Z,0.01,0,3.7655003579529187,3.7755003579529185
2023-12-03,1701561600,1566342,73519529157.0,2023-12-03 00:00:00Z,0.0,0,4.1976312714316215,4.1976312714316215
2023-12-04,1701648000,5861156,121611418329.0,2023-12-04 00:00:00Z,0.01,0,6.943459763607027,6.953459763607027
2023-12-05,1701734400,5662922,139569489208.0,2023-12-05 00:00:00Z,0.01,0,7.968784065335075,7.978784065335075
2023-12-06,1701820800,7941903,156608023392.0,2023-12-06 00:00:00Z,0.0,0,8.941606997285332,8.941606997285332
2023-12-07,1701907200,10463616,207155064468.0,2023-12-07 00:00:00Z,0.0,0,11.827613514626503,11.827613514626503
2023-12-08,1701993600,13603659,625585325170.0,2023-12-08 00:00:00Z,0.01,0,35.71808135869006,35.728081358690055
2023-12-09,1702080000,5332236,172980960997.0,2023-12-09 00:00:00Z,0.01,0,9.876427386969548,9.886427386969547
2023-12-10,1702166400,5122122,101731429683.0,2023-12-10 00:00:00Z,0.01,0,5.808402684583149,5.818402684583149
2023-12-11,1702252800,5623556,438238808555.0,2023-12-11 00:00:00Z,0.01,0,25.02144597821127,25.03144597821127
2023-12-12,1702339200,7777804,157633649918.0,2023-12-12 00:00:00Z,0.01,0,9.000165614671927,9.010165614671926
2023-12-13,1702425600,9483888,259346232574.0,2023-12-13 00:00:00Z,0.01,0,14.807492219595483,14.817492219595483
2023-12-14,1702512000,8082825,239586271727.0,2023-12-14 00:00:00Z,0.01,0,13.679288182862553,13.689288182862553
2023-12-15,1702598400,6162645,234070965112.0,2023-12-15 00:00:00Z,0.01,0,13.364389219497072,13.374389219497072
2023-12-16,1702684800,4190261,481822660939.0,2023-12-16 00:00:00Z,0.01,0,27.50988604025047,27.519886040250473
2023-12-17,1702771200,3780911,154666946713.0,2023-12-17 00:00:00Z,0.01,0,8.830780333112642,8.840780333112642
2023-12-18,1702857600,3483495,147315533594.0,2023-12-18 00:00:00Z,0.01,0,8.411048025909897,8.421048025909897
2023-12-19,1702944000,4903705,278091557881.0,2023-12-19 00:00:00Z,0.01,0,15.877765174333659,15.887765174333659
2023-12-20,1703030400,8009249,897793950346.0,2023-12-20 00:00:00Z,0.01,0,51.259957789265556,51.269957789265554
2023-12-21,1703116800,6614851,239144510014.0,2023-12-21 00:00:00Z,0.01,0,13.654065595037622,13.664065595037622
2023-12-22,1703203200,5368974,249716632787.0,2023-12-22 00:00:00Z,0.01,0,14.257685798624493,14.267685798624493
2023-12-23,1703289600,5212619,144534019255.0,2023-12-23 00:00:00Z,0.01,0,8.252236187678612,8.262236187678612
2023-12-24,1703376000,4728701,195027183971.0,2023-12-24 00:00:00Z,0.01,0,11.135166609509922,11.145166609509921
2023-12-25,1703462400,3752421,193998951592.0,2023-12-25 00:00:00Z,0.02,0,11.076459209749896,11.096459209749895
2023-12-26,1703548800,3944754,220171605283.0,2023-12-26 00:00:00Z,0.02,0,12.57079888860013,12.59079888860013
2023-12-27,1703635200,4097995,251666736574.0,2023-12-27 00:00:00Z,0.02,0,14.369027869672959,14.389027869672958
2023-12-28,1703721600,4483876,296769473621.0,2023-12-28 00:00:00Z,0.01,0,16.94418934889495,16.954189348894953
2023-12-29,1703808000,4526832,244188780924.0,2023-12-29 00:00:00Z,0.01,0,13.942070558564689,13.952070558564689
2023-12-30,1703894400,4621987,216550249437.0,2023-12-30 00:00:00Z,0.01,0,12.364035913939485,12.374035913939485
2023-12-31,1703980800,3930470,173245526181.0,2023-12-31 00:00:00Z,0.01,0,9.89153285761693,9.90153285761693
2024-01-01,1704067200,3059676,102440194676.0,2024-01-01 00:00:00Z,0.01,0,5.8488699472659595,5.858869947265959
2024-01-02,1704153600,3730634,120419435984.0,2024-01-02 00:00:00Z,0.01,0,6.8754029843575095,6.885402984357509
2024-01-03,1704240000,3916286,335397711329.0,2024-01-03 00:00:00Z,0.02,0,19.149686315791083,19.169686315791083
2024-01-04,1704326400,3590581,150041442772.0,2024-01-04 00:00:00Z,0.01,0,8.566685061944504,8.576685061944504
2024-01-05,1704412800,3446044,132421452220.0,2024-01-05 00:00:00Z,0.01,0,7.560663611705621,7.570663611705621
2024-01-06,1704499200,3253864,92262416030.0,2024-01-06 00:00:00Z,0.01,0,5.267765002661035,5.2777650026610345
2024-01-07,1704585600,3107266,90395689120.0,2024-01-07 00:00:00Z,0.01,0,5.161183372684793,5.1711833726847924
2024-01-08,1704672000,3263058,167506028208.0,2024-01-08 00:00:00Z,0.02,0,9.563833585735924,9.583833585735924
2024-01-09,1704758400,2687615,150108598571.0,2024-01-09 00:00:00Z,0.01,0,8.570519353120911,8.580519353120911
2024-01-10,1704844800,3416877,184748756763.0,2024-01-10 00:00:00Z,0.02,0,10.548315089047941,10.56831508904794
2024-01-11,1704931200,3498530,183535519172.0,2024-01-11 00:00:00Z,0.02,0,10.479044731769367,10.499044731769366
2024-01-12,1705017600,3356772,164575106430.0,2024-01-12 00:00:00Z,0.01,0,9.39649126117914,9.40649126117914
2024-01-13,1705104000,3060409,141343294940.0,2024-01-13 00:00:00Z,0.01,0,8.07006031799153,8.08006031799153
2024-01-14,1705190400,2923707,83098159203.0,2024-01-14 00:00:00Z,0.01,0,4.74452755163904,4.75452755163904
2024-01-15,1705276800,3295568,77576815409.0,2024-01-15 00:00:00Z,0.01,0,4.429283892766769,4.439283892766769
2024-01-16,1705363200,3351331,79622000498.0,2024-01-16 00:00:00Z,0.01,0,4.546054674406557,4.556054674406557
2024-01-17,1705449600,3346018,132325606153.0,2024-01-17 00:00:00Z,0.01,0,7.555191236505506,7.565191236505505
2024-01-18,1705536000,3405947,103292101235.0,2024-01-18 00:00:00Z,0.01,0,5.897509943378552,5.907509943378551
2024-01-19,1705622400,3600277,124139577635.0,2024-01-19 00:00:00Z,0.01,0,7.087806179909069,7.097806179909068
2024-01-20,1705708800,3130483,73383203892.0,2024-01-20 00:00:00Z,0.01,0,4.189847717836927,4.199847717836927
2024-01-21,1705795200,3073884,69944346274.0,2024-01-21 00:00:00Z,0.01,0,3.9935045632923467,4.0035045632923465
2024-01-22,1705881600,3490538,177904184234.0,2024-01-22 00:00:00Z,0.01,0,10.157521078031392,10.167521078031392
2024-01-23,1705968000,3290597,170262684374.0,2024-01-23 00:00:00Z,0.01,0,9.721226135166917,9.731226135166917
2024-01-24,1706054400,3328762,100354004368.0,2024-01-24 00:00:00Z,0.01,0,5.729757953821092,5.739757953821091
2024-01-25,1706140800,3322108,113822026572.0,2024-01-25 00:00:00Z,0.01,0,6.498720864983357,6.508720864983357
2024-01-26,1706227200,3315370,100537693056.0,2024-01-26 00:00:00Z,0.01,0,5.740245743797418,5.750245743797418
2024-01-27,1706313600,3202058,82381687722.0,2024-01-27 00:00:00Z,0.01,0,4.703620283485675,4.713620283485675
2024-01-28,1706400000,3109010,73300501531.0,2024-01-28 00:00:00Z,0.01,0,4.185125788565407,4.195125788565407
2024-01-29,1706486400,3468587,134472750756.0,2024-01-29 00:00:00Z,0.01,0,7.677783443408675,7.687783443408675
2024-01-30,1706572800,3515883,116638426810.0,2024-01-30 00:00:00Z,0.01,0,6.659524529634829,6.6695245296348284
2024-01-31,1706659200,3416184,212879834091.0,2024-01-31 00:00:00Z,0.01,0,12.154471864602192,12.164471864602191
2024-02-01,1706745600,3509414,128453397067.0,2024-02-01 00:00:00Z,0.01,0,7.334105680935573,7.344105680935573
2024-02-02,1706832000,3408284,131897307401.0,2024-02-02 00:00:00Z,0.01,0,7.530737322619972,7.540737322619972
2024-02-03,1706918400,3404880,99297390349.0,2024-02-03 00:00:00Z,0.01,0,5.669430091294714,5.679430091294714
2024-02-04,1707004800,3292856,123559727874.0,2024-02-04 00:00:00Z,0.01,0,7.054699391584732,7.064699391584732
2024-02-05,1707091200,3644356,122305728560.0,2024-02-05 00:00:00Z,0.01,0,6.983101725016991,6.993101725016991
2024-02-06,1707177600,3580425,111685727971.0,2024-02-06 00:00:00Z,0.01,0,6.3767479155439855,6.386747915543985
2024-02-07,1707264000,3516137,93388548635.0,2024-02-07 00:00:00Z,0.01,0,5.332062060772386,5.342062060772386
2024-02-08,1707350400,3604597,104947146626.0,2024-02-08 00:00:00Z,0.01,0,5.992005519840482,6.002005519840481
2024-02-09,1707436800,3567163,103128688250.0,2024-02-09 00:00:00Z,0.01,0,5.88817980397397,5.89817980397397
2024-02-10,1707523200,3406490,68090388642.0,2024-02-10 00:00:00Z,0.01,0,3.8876520011061326,3.8976520011061324
2024-02-11,1707609600,3438115,96393767075.0,2024-02-11 00:00:00Z,0.01,0,5.503646387357071,5.5136463873570705
2024-02-12,1707696000,3592372,156377956981.0,2024-02-12 00:00:00Z,0.01,0,8.928471249921426,8.938471249921426
2024-02-13,1707782400,3701269,114280542061.0,2024-02-13 00:00:00Z,0.01,0,6.524900017340985,6.534900017340985
2024-02-14,1707868800,3855202,104518016770.0,2024-02-14 00:00:00Z,0.01,0,5.967504153690491,5.977504153690491
2024-02-15,1707955200,3894882,136754946070.0,2024-02-15 00:00:00Z,0.01,0,7.808086432660734,7.818086432660734
2024-02-16,1708041600,3884767,130507225503.0,2024-02-16 00:00:00Z,0.01,0,7.451369958440651,7.461369958440651
2024-02-17,1708128000,3763554,93662647919.0,2024-02-17 00:00:00Z,0.01,0,5.347711885236555,5.357711885236554
2024-02-18,1708214400,3946339,154207718800.0,2024-02-18 00:00:00Z,0.01,0,8.804560504579648,8.814560504579648
2024-02-19,1708300800,4242914,141805818377.0,2024-02-19 00:00:00Z,0.01,0,8.096468305980343,8.106468305980343
2024-02-20,1708387200,4135791,191415073116.0,2024-02-20 00:00:00Z,0.01,0,10.928931481854974,10.938931481854974
2024-02-21,1708473600,4461661,177140605713.0,2024-02-21 00:00:00Z,0.01,0,10.11392421180149,10.123924211801489
2024-02-22,1708560000,4475630,200438363896.0,2024-02-22 00:00:00Z,0.02,0,11.444120411703313,11.464120411703313
2024-02-23,1708646400,4232386,173924274565.0,2024-02-23 00:00:00Z,0.01,0,9.930286308227688,9.940286308227687
2024-02-24,1708732800,4210721,99917886135.0,2024-02-24 00:00:00Z,0.01,0,5.704857583077789,5.714857583077789
2024-02-25,1708819200,4190137,82492125291.0,2024-02-25 00:00:00Z,0.01,0,4.709925767191716,4.719925767191715
2024-02-26,1708905600,4466849,125431968005.0,2024-02-26 00:00:00Z,0.01,0,7.161595801445193,7.171595801445193
2024-02-27,1708992000,4436902,132022135522.0,2024-02-27 00:00:00Z,0.01,0,7.537864441499429,7.547864441499429
2024-02-28,1709078400,4503888,297509864060.0,2024-02-28 00:00:00Z,0.02,0,16.986462280936976,17.006462280936976
2024-02-29,1709164800,4669851,176880046123.0,2024-02-29 00:00:00Z,0.01,0,10.099047442382581,10.10904744238258
2024-03-01,1709251200,4579686,132136238492.0,2024-03-01 00:00:00Z,0.01,0,7.544379202958419,7.554379202958419
2024-03-02,1709337600,4661782,127475115391.0,2024-03-02 00:00:00Z,0.01,0,7.278250239496648,7.288250239496648
2024-03-03,1709424000,4551154,150532894609.0,2024-03-03 00:00:00Z,0.01,0,8.594744730212895,8.604744730212895
2024-03-04,1709510400,4635025,211913975648.0,2024-03-04 00:00:00Z,0.02,0,12.099325733355144,12.119325733355144
2024-03-05,1709596800,4563322,420606113282.0,2024-03-05 00:00:00Z,0.03,0,24.014699146093914,24.044699146093915
2024-03-06,1709683200,4727727,224231363655.0,2024-03-06 00:00:00Z,0.02,0,12.802592656761675,12.822592656761675
2024-03-07,1709769600,5056520,220920387831.0,2024-03-07 00:00:00Z,0.01,0,12.613550971958485,12.623550971958485
2024-03-08,1709856000,5066547,211702126128.0,2024-03-08 00:00:00Z,0.01,0,12.087230087746606,12.097230087746606
2024-03-09,1709942400,4796452,155003777066.0,2024-03-09 00:00:00Z,0.01,0,8.850011816762393,8.860011816762393
2024-03-10,1710028800,4973232,167089184095.0,2024-03-10 00:00:00Z,0.01,0,9.540033679723138,9.550033679723137
2024-03-11,1710115200,5118075,195883514665.0,2024-03-11 00:00:00Z,0.01,0,11.184059203641544,11.194059203641544
2024-03-12,1710201600,4884933,209389378621.0,2024-03-12 00:00:00Z,0.02,0,11.955182707008117,11.975182707008116
2024-03-13,1710288000,4874669,163604044558.0,2024-03-13 00:00:00Z,0.01,0,9.341048037764343,9.351048037764343
2024-03-14,1710374400,4664963,220924737996.0,2024-03-14 00:00:00Z,0.02,0,12.613799346626404,12.633799346626404
2024-03-15,1710460800,4853697,298680079921.0,2024-03-15 00:00:00Z,0.02,0,17.053276292789107,17.073276292789107
2024-03-16,1710547200,4711774,130976993516.0,2024-03-16 00:00:00Z,0.01,0,7.4781915788223055,7.488191578822305
2024-03-17,1710633600,4236424,102763228568.0,2024-03-17 00:00:00Z,0.01,0,5.867313715640697,5.877313715640697
2024-03-18,1710720000,4517304,125382140004.0,2024-03-18 00:00:00Z,0.01,0,7.158750848851116,7.168750848851116
2024-03-19,1710806400,4642536,209763172904.0,2024-03-19 00:00:00Z,0.02,0,11.976524663212059,11.996524663212059
2024-03-20,1710892800,4498076,178730791331.0,2024-03-20 00:00:00Z,0.01,0,10.20471658974563,10.21471658974563
2024-03-21,1710979200,4432849,166916263114.0,2024-03-21 00:00:00Z,0.01,0,9.530160676921634,9.540160676921634
2024-03-22,1711065600,4509319,149717928299.0,2024-03-22 00:00:00Z,0.01,0,8.548213854576927,8.558213854576927
2024-03-23,1711152000,4251460,85118900268.0,2024-03-23 00:00:00Z,0.01,0,4.859902690505832,4.869902690505832
2024-03-24,1711238400,4194562,68896440804.0,2024-03-24 00:00:00Z,0.01,0,3.933673919369385,3.9436739193693846
2024-03-25,1711324800,4413871,122827407210.0,2024-03-25 00:00:00Z,0.01,0,7.012887207051321,7.022887207051321
2024-03-26,1711411200,4652410,125691296581.0,2024-03-26 00:00:00Z,0.01,0,7.17640228555459,7.18640228555459
2024-03-27,1711497600,4582616,208748418612.0,2024-03-27 00:00:00Z,0.01,0,11.918586801017344,11.928586801017344
2024-03-28,1711584000,4597859,159341064615.0,2024-03-28 00:00:00Z,0.01,0,9.09765124070367,9.10765124070367
2024-03-29,1711670400,4415368,150132483222.0,2024-03-29 00:00:00Z,0.01,0,8.571883058235654,8.581883058235654
2024-03-30,1711756800,4148868,148532580440.0,2024-03-30 00:00:00Z,0.01,0,8.480535874351599,8.490535874351599
2024-03-31,1711843200,3921750,124872183542.0,2024-03-31 00:00:00Z,0.01,0,7.129634650522526,7.139634650522526
2024-04-01,1711929600,4002785,228613554042.0,2024-04-01 00:00:00Z,0.01,0,13.052795828854308,13.062795828854307
2024-04-02,1712016000,4050762,232879491936.0,2024-04-02 00:00:00Z,0.01,0,13.296361511485378,13.306361511485377
2024-04-03,1712102400,4062549,224288855197.0,2024-04-03 00:00:00Z,0.01,0,12.805875162747624,12.815875162747624
2024-04-04,1712188800,4029958,182336356595.0,2024-04-04 00:00:00Z,0.01,0,10.41057799387723,10.42057799387723
2024-04-05,1712275200,4145792,192711926372.0,2024-04-05 00:00:00Z,0.01,0,11.002975913916263,11.012975913916263
2024-04-06,1712361600,4187612,211981315421.0,2024-04-06 00:00:00Z,0.01,0,12.10317052861155,12.11317052861155
2024-04-07,1712448000,4054224,142570814838.0,2024-04-07 00:00:00Z,0.01,0,8.140146130145547,8.150146130145547
2024-04-08,1712534400,4241101,186922895068.0,2024-04-08 00:00:00Z,0.01,0,10.67244851376012,10.68244851376012
2024-04-09,1712620800,4300553,190151051038.0,2024-04-09 00:00:00Z,0.01,0,10.856761560975011,10.86676156097501
2024-04-10,1712707200,4144694,207051831247.0,2024-04-10 00:00:00Z,0.01,0,11.821719366477176,11.831719366477175
2024-04-11,1712793600,4285439,240731932420.0,2024-04-11 00:00:00Z,0.01,0,13.74470020612398,13.75470020612398
2024-04-12,1712880000,3971970,428983467122.0,2024-04-12 00:00:00Z,0.02,0,24.49300800979103,24.51300800979103
2024-04-13,1712966400,4200381,649635541630.0,2024-04-13 00:00:00Z,0.02,0,37.09123950938509,37.11123950938509
2024-04-14,1713052800,4270887,229425886870.0,2024-04-14 00:00:00Z,0.01,0,13.099176344626404,13.109176344626404
2024-04-15,1713139200,4114638,269659267027.0,2024-04-15 00:00:00Z,0.01,0,15.396319656599582,15.406319656599582
2024-04-16,1713225600,4156528,214988396632.0,2024-04-16 00:00:00Z,0.01,0,12.274861210961712,12.284861210961711
2024-04-17,1713312000,4224108,266516055980.0,2024-04-17 00:00:00Z,0.01,0,15.216856578763204,15.226856578763204
2024-04-18,1713398400,4313714,206611917002.0,2024-04-18 00:00:00Z,0.01,0,11.796602260685912,11.806602260685912
2024-04-19,1713484800,4311398,255862297336.0,2024-04-19 00:00:00Z,0.01,0,14.60857533764101,14.61857533764101
2024-04-20,1713571200,4417033,104386235682.0,2024-04-20 00:00:00Z,0.01,0,5.95998005196793,5.96998005196793
2024-04-21,1713657600,4060633,86983151789.0,2024-04-21 00:00:00Z,0.01,0,4.966342987010622,4.9763429870106215
2024-04-22,1713744000,4419272,129779553294.0,2024-04-22 00:00:00Z,0.01,0,7.409823179579659,7.419823179579659
2024-04-23,1713830400,4348149,263631366212.0,2024-04-23 00:00:00Z,0.01,0,15.052153892043362,15.062153892043362
2024-04-24,1713916800,4017293,182262124135.0,2024-04-24 00:00:00Z,0.01,0,10.406339657491996,10.416339657491996
2024-04-25,1714003200,4138958,141280810988.0,2024-04-25 00:00:00Z,0.01,0,8.06649276806452,8.07649276806452
2024-04-26,1714089600,4113219,263954439246.0,2024-04-26 00:00:00Z,0.01,0,9.361053984490471,9.371053984490471
2024-04-27,1714176000,4052506,463954439212.0,2024-04-27 00:00:00Z,0.01,0,9.361053984490471,9.371053284490471
2024-04-28,1714262400,3827402,103254239252.0,2024-04-28 00:00:00Z,0.01,0,10.361053984490471,10.371053984490471
2024-04-29,1714348800,4126245,163958439241.0,2024-04-29 00:00:00Z,0.01,0,11.361053984490471,11.371053984440471
2024-04-30,1714435200,4463082,123951239298.0,2024-04-30 00:00:00Z,0.01,0,14.361053984490471,14.371052984490471
2024-05-01,1714521600,4277344,163954439274.0,2024-05-01 00:00:00Z,0.01,0,13.361053984490471,13.371033984590471
